code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids,lead_ci_orcid,lead_ci_citations_openalex_through_award_year,lead_ci_openalex_author_id,lead_ci_citation_source
FT120100009,ARC Future Fellowships,2012,Closed,624262,671825.0,The University of Melbourne,1608,Sociology,160305; 1608; 160807; 160810,Population Trends and Policies; Sociology; Sociological Methodology and Research Methods; Urban Sociology and Community Studies,Prof Deborah Warr,0000-0003-3962-1499,0000-0003-3962-1499,1833,https://openalex.org/A5071316983,openalex_counts_by_year
FT120100217,ARC Future Fellowships,2012,Closed,794124,876632.0,Macquarie University,1701,Psychology,1701; 170106,"Psychology; Health, Clinical and Counselling Psychology",Prof Jennifer Hudson,0000-0001-5778-2670,0000-0001-5778-2670,6201,https://openalex.org/A5017426474,openalex_counts_by_year
FT120100210,ARC Future Fellowships,2012,Closed,716570,790757.0,The University of Newcastle,1901,Art Theory and Criticism,1901; 190102; 210305; 210307,"Art Theory and Criticism; Art History; British History; European History (Excl. British, Classical Greek and Roman)",Prof Jennifer Milam,0000-0001-7690-3714,0000-0001-7690-3714,68,https://openalex.org/A5059821242,openalex_counts_by_year
FT120100315,ARC Future Fellowships,2012,Closed,686356,757444.0,The University of Sydney,0503,Soil Sciences,0503; 050301; 050302,Soil Sciences; Carbon Sequestration Science; Land Capability and Soil Degradation,Prof Budiman Minasny,0000-0002-1182-2371,0000-0002-1182-2371,16650,https://openalex.org/A5051455406,openalex_counts_by_year
FT120100242,ARC Future Fellowships,2012,Closed,614249,677361.0,Charles Sturt University,0601,Biochemistry and Cell Biology,0601; 060112,Biochemistry and Cell Biology; Structural Biology (Incl. MacRomolecular Modelling),Prof Jade Forwood,,,,,
FT120100821,ARC Future Fellowships,2012,Closed,685928,757335.0,The University of Adelaide,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0202; 020202; 020203,"Atomic, Molecular, Nuclear, Particle and Plasma Physics; Nuclear Physics; Particle Physics",A/Prof Ross Young,0000-0002-4527-1811,0000-0002-4527-1811,2737,https://openalex.org/A5029492036,openalex_counts_by_year
FT120100130,ARC Future Fellowships,2012,Closed,569528,628854.0,The University of Melbourne,0406,Physical Geography and Environmental Geoscience,0406; 040608,Physical Geography and Environmental Geoscience; Surfacewater Hydrology,Dr Murray Peel,0000-0002-3255-3692,0000-0002-3255-3692,16282,https://openalex.org/A5063349644,openalex_counts_by_year
FT120100250,ARC Future Fellowships,2012,Closed,926648,1023219.0,The University of New South Wales,1701,Psychology,1701; 170101; 170199,"Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology); Psychology Not Elsewhere Classified",Prof Gavan McNally,,,,,
FT120100759,ARC Future Fellowships,2012,Closed,706046,779424.0,University of Tasmania,0405,Oceanography,040203; 0405; 040502; 040605,Isotope Geochemistry; Oceanography; Chemical Oceanography; Palaeoclimatology,Prof Zanna Chase,0000-0001-5060-779X,0000-0001-5060-779X,3468,https://openalex.org/A5008038356,openalex_counts_by_year
FT120100114,ARC Future Fellowships,2012,Closed,783018,589218.0,The University of New South Wales,1801,Law,1801; 180109; 180119,Law; Corporations and Associations Law; Law and Society,Prof Justin O'Brien,0000-0003-3213-4882,0000-0003-3213-4882,189,https://openalex.org/A5009867465,openalex_counts_by_year
FT120100440,ARC Future Fellowships,2012,Closed,621746,763925.0,Macquarie University,0402,Geochemistry,0402; 040203; 040303; 040601,Geochemistry; Isotope Geochemistry; Geochronology; Geomorphology and Regolith and Landscape Evolution,A/Prof Heather Handley,,,,,
FT120100204,ARC Future Fellowships,2012,Closed,590328,651429.0,The Australian National University,0603,Evolutionary Biology,060207; 0603; 060306; 060308,Population Ecology; Evolutionary Biology; Evolutionary Impacts of Climate Change; Life Histories,Dr Martijn van de Pol,,,,,
FT120100057,ARC Future Fellowships,2012,Closed,571852,470194.0,Monash University,0201,Astronomical and Space Sciences,010302; 0201; 020109; 020201; 020204,Numerical Solution of Differential and Integral Equations; Astronomical and Space Sciences; Space and Solar Physics; Atomic and Molecular Physics; Plasma Physics; Fusion Plasmas; Electrical Discharges,A/Prof Sergiy Shelyag,0000-0002-6436-9347,0000-0002-6436-9347,1843,https://openalex.org/A5014154903,openalex_counts_by_year
FT120100357,ARC Future Fellowships,2012,Closed,692788,764387.0,The Australian National University,1701,Psychology,060603; 1701; 170101; 170112; 170202,"Animal Physiology - Systems; Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology); Sensory Processes, Perception and Performance; Decision Making",Prof Ehsan Arabzadeh,0000-0001-9632-0735,0000-0001-9632-0735,2304,https://openalex.org/A5003622202,openalex_counts_by_year
FT120100282,ARC Future Fellowships,2012,Closed,799683,882738.0,The University of Sydney,2202,History and Philosophy of Specific Fields,2202; 220206; 220210,History and Philosophy of Specific Fields; History and Philosophy of Science (Incl. Non-Historical Philosophy of Science); History of Philosophy,Prof Peter Anstey,,,,,
FT120100299,ARC Future Fellowships,2012,Closed,708777,782478.0,The Australian National University,2101,Archaeology,160102; 2101; 210102; 210103,"Biological (Physical) Anthropology; Archaeology; Archaeological Science; Archaeology of Asia, Africa and the Americas",Prof Marc Oxenham,0000-0002-5804-2145,0000-0002-5804-2145,1796,https://openalex.org/A5075258991,openalex_counts_by_year
FT120100737,ARC Future Fellowships,2012,Closed,700445,315926.0,The University of Sydney,2103,Historical Studies,200202; 210103; 2103; 210302,"Asian Cultural Studies; Archaeology of Asia, Africa and the Americas; Historical Studies; Asian History",Dr Baoping Li,,,,,
FT120100619,ARC Future Fellowships,2012,Closed,714513,737757.0,Monash University,1701,Psychology,110906; 1701; 170112; 170201,"Sensory Systems; Psychology; Sensory Processes, Perception and Performance; Computer Perception, Memory and Attention",Prof Naotsugu Tsuchiya,0000-0003-4216-8701,0000-0003-4216-8701,5800,https://openalex.org/A5026535553,openalex_counts_by_year
FT120100073,ARC Future Fellowships,2012,Closed,931068,1028077.0,The University of Western Australia,1007,Nanotechnology,030207; 030606; 1007; 100702,Transition Metal Chemistry; Structural Chemistry and Spectroscopy; Nanotechnology; Molecular and Organic Electronics,Prof Paul Low,0000-0003-1136-2296,0000-0003-1136-2296,6354,https://openalex.org/A5024152240,openalex_counts_by_year
FT120100464,ARC Future Fellowships,2012,Closed,822056,907693.0,The University of Sydney,0601,Biochemistry and Cell Biology,0601; 060102; 060199; 060306; 060705,Biochemistry and Cell Biology; Bioinformatics; Biochemistry and Cell Biology Not Elsewhere Classified; Evolutionary Impacts of Climate Change; Plant Physiology,Prof Min Chen,0000-0001-8070-3248,0000-0001-8070-3248,3985,https://openalex.org/A5010191340,openalex_counts_by_year
FT120100715,ARC Future Fellowships,2012,Closed,683974,754511.0,The University of Melbourne,0705,Forestry Sciences,050101; 0705; 070504,Ecological Impacts of Climate Change; Forestry Sciences; Forestry Management and Environment,Prof Patrick Baker,,,,,
FT120100388,ARC Future Fellowships,2012,Closed,677195,721235.0,University of Wollongong,2002,Cultural Studies,2002; 200202; 200205; 200206,"Cultural Studies; Asian Cultural Studies; Culture, Gender, Sexuality; Globalisation and Culture",Prof Mark McLelland,,,,,
FT120100025,ARC Future Fellowships,2012,Closed,677119,739892.0,The University of New South Wales,0102,Applied Mathematics,010109; 0102; 010204; 010399,"Ordinary Differential Equations, Difference Equations and Dynamical Systems; Applied Mathematics; Dynamical Systems In Applications; Numerical and Computational Mathematics Not Elsewhere Classified",Prof Gary Froyland,,,,,
FT120100340,ARC Future Fellowships,2012,Closed,822606,908298.0,The University of Adelaide,0403,Geology,040203; 0403; 040313,Isotope Geochemistry; Geology; Tectonics,Prof Alan Collins,0000-0002-3408-5474,0000-0002-3408-5474,11453,https://openalex.org/A5046466285,openalex_counts_by_year
FT120100632,ARC Future Fellowships,2012,Closed,622868,687384.0,The University of Queensland,0307,Theoretical and Computational Chemistry,030402; 030503; 0307; 030701,Biomolecular Modelling and Design; Organic Chemical Synthesis; Theoretical and Computational Chemistry; Quantum Chemistry,Prof Elizabeth Krenske,0000-0003-1911-0501,0000-0003-1911-0501,1591,https://openalex.org/A5000188305,openalex_counts_by_year
FT120100891,ARC Future Fellowships,2012,Closed,834770,921714.0,Western Sydney University,1604,Human Geography,1604; 160403; 160404,Human Geography; Social and Cultural Geography; Urban and Regional Studies (Excl. Planning),Prof Donald McNeill,,,,,
FT120100135,ARC Future Fellowships,2012,Closed,729106,804414.0,Deakin University,0912,Materials Engineering,090608; 0912; 091205,Renewable Power and Energy Systems Engineering (Excl. Solar Cells); Materials Engineering; Functional Materials,Prof Tong Lin,,,,,
FT120100832,ARC Future Fellowships,2012,Closed,564747,623262.0,The University of Melbourne,0806,Information Systems,0806; 080604,Information Systems; Database Management,Prof Rui Zhang,,,,,
DE120102580,Discovery Early Career Researcher Award,2012,Closed,375000,140857.0,The University of Sydney,0607,Plant Biology,050101; 0607; 060705; 069902,Ecological Impacts of Climate Change; Plant Biology; Plant Physiology; Global Change Biology,Dr Jia Hu,,,,,
DE120101498,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Western Australia,0206,Quantum Physics,010502; 010505; 0206; 020602,"Integrable Systems (Classical and Quantum); Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory; Quantum Physics; Field Theory and String Theory",Dr Gabriele Tartaglino-Mazzucchelli,0000-0002-4989-8216,0000-0002-4989-8216,864,https://openalex.org/A5042547732,openalex_counts_by_year
DE120101117,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Western Australia,0607,Plant Biology,0607; 060702; 060705,Plant Biology; Plant Cell and Molecular Biology; Plant Physiology,Dr Katharine Howell,,,,,
DE120101604,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of New South Wales,0605,Microbiology,0605; 060504; 100202; 110303,Microbiology; Microbial Ecology; Biological Control; Clinical Microbiology,Dr Nicolas Barraud,,,,,
DE120100307,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Western Australia,0607,Plant Biology,0607; 060702; 060705,Plant Biology; Plant Cell and Molecular Biology; Plant Physiology,Dr Sandra Tanz,,,,,
DE120102940,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,0201,Astronomical and Space Sciences,0201; 020110,Astronomical and Space Sciences; Stellar Astronomy and Planetary Systems,Dr Remo Collet,,,,,
DE120102604,Discovery Early Career Researcher Award,2012,Closed,375000,235020.0,The Australian National University,2005,Literary Studies,169903; 2005; 200524,Studies of Asian Society; Literary Studies; Comparative Literature Studies,Dr Ronit Ricci,,,,,
DE120102378,Discovery Early Career Researcher Award,2012,Closed,375000,426524.0,The University of Adelaide,1702,Cognitive Sciences,170203; 170204; 200408; 1702,"Knowledge Representation and MacHine Learning; Linguistic Processes (Incl. Speech Production and Comprehension); Linguistic Structures (Incl. Grammar, Phonology, Lexicon, Semantics); Cognitive Sciences",Prof Andrew Perfors,0000-0002-6976-0732,0000-0002-6976-0732,731,https://openalex.org/A5059022198,openalex_counts_by_year
DE120102836,Discovery Early Career Researcher Award,2012,Closed,375000,0.0,The University of Queensland,0302,Inorganic Chemistry,0302; 030206; 091202; 100708,Inorganic Chemistry; Solid State Chemistry; Composite and Hybrid Materials; Nanomaterials,Dr Guifu Zou,,,,,
DE120100390,Discovery Early Career Researcher Award,2012,Closed,375000,0.0,The University of Adelaide,0707,Veterinary Sciences,060109; 070201; 0707; 070705,Proteomics and Intermolecular Interactions (Excl. Medical Proteomics); Animal Breeding; Veterinary Sciences; Veterinary Immunology,A/Prof Natalie Keirstead,,,,,
DE120101591,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,2005,Literary Studies,2005; 200503,Literary Studies; British and Irish Literature,Dr Alison Searle,,,,,
DE120100300,Discovery Early Career Researcher Award,2012,Closed,375000,319830.0,The University of New South Wales,1606,Political Science,1606; 160609; 200211; 220310,Political Science; Political Theory and Political Philosophy; Postcolonial Studies; Phenomenology,Dr Joanne Faulkner,,,,,
DE120100364,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,0299,Other Physical Sciences,020303; 0299; 029902; 040108,Fluid Physics; Other Physical Sciences; Complex Physical Systems; Tropospheric and Stratospheric Physics,A/Prof Hua Xia,0000-0002-3912-4727,0000-0002-3912-4727,1612,https://openalex.org/A5012086388,openalex_counts_by_year
DE120102210,Discovery Early Career Researcher Award,2012,Closed,350333,376083.0,The University of Melbourne,0906,Electrical and Electronic Engineering,090399; 0906; 090609,Biomedical Engineering Not Elsewhere Classified; Electrical and Electronic Engineering; Signal Processing,A/Prof Tatiana Kameneva,0000-0003-0081-8569,0000-0003-0081-8569,146,https://openalex.org/A5004404618,openalex_counts_by_year
DE120102610,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of New South Wales,0605,Microbiology,0605; 060503; 060504; 060699,Microbiology; Microbial Genetics; Microbial Ecology; Physiology Not Elsewhere Classified,A/Prof Federico Lauro,,,,,
DE120101702,Discovery Early Career Researcher Award,2012,Closed,375000,391176.0,The University of Western Australia,1699,Other Studies In Human Society,160104; 1699; 169903; 200205,"Social and Cultural Anthropology; Other Studies In Human Society; Studies of Asian Society; Culture, Gender, Sexuality",Dr Laura Dales,,,,,
DE120100798,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,The University of Sydney,1605,Policy and Administration,1605; 160501; 160899,Policy and Administration; Aboriginal and Torres Strait Islander Policy; Sociology Not Elsewhere Classified,A/Prof Deirdre Howard-Wagner,0000-0002-7884-2756,0000-0002-7884-2756,133,https://openalex.org/A5000027824,openalex_counts_by_year
DE120100295,Discovery Early Career Researcher Award,2012,Closed,375000,276482.0,The Australian National University,1007,Nanotechnology,029901; 1007; 100703,Biological Physics; Nanotechnology; Nanobiotechnology,Dr Tamsyn Hilder,,,,,
DE120101289,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Western Sydney University,1702,Cognitive Sciences,170204; 200404; 200408; 1702,"Linguistic Processes (Incl. Speech Production and Comprehension); Laboratory Phonetics and Speech Science; Linguistic Structures (Incl. Grammar, Phonology, Lexicon, Semantics); Cognitive Sciences",Dr Jason Shaw,0000-0002-5285-5049,0000-0002-5285-5049,389,https://openalex.org/A5091292711,openalex_counts_by_year
DE120102954,Discovery Early Career Researcher Award,2012,Closed,375000,0.0,The University of Queensland,0604,Genetics,060106; 0604; 060403,"Cellular Interactions (Incl. Adhesion, Matrix, Cell Wall); Genetics; Developmental Genetics (Incl. Sex Determination)",A/Prof Kelly Smith,0000-0002-8283-9760,0000-0002-8283-9760,6450,https://openalex.org/A5066369560,openalex_counts_by_year
DE120102069,Discovery Early Career Researcher Award,2012,Closed,375000,375432.0,The University of Sydney,0205,Optical Physics,020404; 0205; 020503; 020504,"Electronic and Magnetic Properties of Condensed Matter; Superconductivity; Optical Physics; Nonlinear Optics and Spectroscopy; Photonics, Optoelectronics and Optical Communications",Dr Chad Husko,,,,,
DE120101899,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Queensland,0206,Quantum Physics,020504; 0206; 020603; 020604,"Photonics, Optoelectronics and Optical Communications; Quantum Physics; Quantum Information, Computation and Communication; Quantum Optics",Dr Marcelo de Almeida,,,,,
DE120101701,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,University of the Sunshine Coast,0707,Veterinary Sciences,060502; 0707; 070705; 070708,Infectious Agents; Veterinary Sciences; Veterinary Immunology; Veterinary Parasitology,A/Prof Kate Mounsey,0000-0003-0579-9424,0000-0003-0579-9424,761,https://openalex.org/A5039407086,openalex_counts_by_year
DE120101196,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,2002,Cultural Studies,2002; 200205,"Cultural Studies; Culture, Gender, Sexuality",Dr Prudence Black,,,,,
DE120101331,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Western Australia,0906,Electrical and Electronic Engineering,080205; 0906; 090606; 111202,Numerical Computation; Electrical and Electronic Engineering; Photonics and Electro-Optical Engineering (Excl. Communications); Cancer Diagnosis,Dr Peter Munro,,,,,
DE120102644,Discovery Early Career Researcher Award,2012,Closed,375000,344710.0,The University of New South Wales,0912,Materials Engineering,020404; 0912; 091201; 091205,Electronic and Magnetic Properties of Condensed Matter; Superconductivity; Materials Engineering; Ceramics; Functional Materials,Dr Julia Glaum,,,,,
DE120101859,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Melbourne,0201,Astronomical and Space Sciences,0201; 020103; 020203,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy; Particle Physics,Dr Katherine Mack,,,,,
DE120102601,Discovery Early Career Researcher Award,2012,Closed,375000,113822.0,The University of Melbourne,0102,Applied Mathematics,0102; 010203; 090609,"Applied Mathematics; Calculus of Variations, Systems Theory and Control Theory; Signal Processing",Dr Balazs Csaji,,,,,
DE120100668,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Queensland,0604,Genetics,0604; 060407; 060411; 070305,"Genetics; Genome Structure and Regulation; Population, Ecological and Evolutionary Genetics; Crop and Pasture Improvement (Selection and Breeding)",Dr Annaliese Mason,,,,,
DE120100960,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Western Sydney University,0904,Chemical Engineering,0904; 090406; 090407; 091599,Chemical Engineering; Powder and Particle Technology; Process Control and Simulation; Interdisciplinary Engineering Not Elsewhere Classified,A/Prof Kejun Dong,0000-0002-0520-1739,0000-0002-0520-1739,1148,https://openalex.org/A5081803553,openalex_counts_by_year
DE120101854,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,La Trobe University,2103,Historical Studies,200205; 2103; 210303; 220401,"Culture, Gender, Sexuality; Historical Studies; Australian History (Excl. Aboriginal and Torres Strait Islander History); Christian Studies (Incl. Biblical Studies and Church History)",Dr Timothy Jones,0000-0001-8930-7364,0000-0001-8930-7364,252,https://openalex.org/A5078526867,openalex_counts_by_year
DE120101838,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,1699,Other Studies In Human Society,1699; 169903; 210302,Other Studies In Human Society; Studies of Asian Society; Asian History,Dr Tyrell Haberkorn,,,,,
DE120101452,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,1502,"Banking, Finance and Investment",1502; 150201,"Banking, Finance and Investment; Finance",A/Prof M. Shumi Akhtar,,,,,
DE120101547,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of New South Wales,0303,Macromolecular and Materials Chemistry,0303; 030306,Macromolecular and Materials Chemistry; Synthesis of Materials,Dr Peter Roth,,,,,
DE120100040,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Monash University,0101,Pure Mathematics,0101; 010104; 080401; 090609,Pure Mathematics; Combinatorics and Discrete Mathematics (Excl. Physical Combinatorics); Coding and Information Theory; Signal Processing,A/Prof Daniel Horsley,0000-0001-9971-7148,0000-0001-9971-7148,269,https://openalex.org/A5028146693,openalex_counts_by_year
DE120100802,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Queensland University of Technology,0901,Aerospace Engineering,080104; 0901; 090104; 090609,Computer Vision; Aerospace Engineering; Aircraft Performance and Flight Control Systems; Signal Processing,A/Prof Luis Mejias Alvarez,0000-0002-6298-2340,0000-0002-6298-2340,1686,https://openalex.org/A5102983961,openalex_counts_by_year
DE120100901,Discovery Early Career Researcher Award,2012,Closed,375000,0.0,The University of Adelaide,0101,Pure Mathematics,0101; 010103; 010106; 010108,"Pure Mathematics; Category Theory, K Theory, Homological Algebra; Lie Groups, Harmonic and Fourier Analysis; Operator Algebras and Functional Analysis",Dr Robert Yuncken,,,,,
DE120101529,Discovery Early Career Researcher Award,2012,Closed,375000,389069.0,The Australian National University,0102,Applied Mathematics,0102; 010202; 070708; 110803,Applied Mathematics; Biological Mathematics; Veterinary Parasitology; Medical Parasitology,Prof Darren Gray,,,,,
DE120102942,Discovery Early Career Researcher Award,2012,Closed,375000,398955.0,The University of Queensland,0915,Interdisciplinary Engineering,020204; 0915; 091501; 091504,Plasma Physics; Fusion Plasmas; Electrical Discharges; Interdisciplinary Engineering; Computational Fluid Dynamics; Fluidisation and Fluid Mechanics,Prof Vincent Wheatley,0000-0002-7287-7659,0000-0002-7287-7659,614,https://openalex.org/A5063039071,openalex_counts_by_year
DE120102263,Discovery Early Career Researcher Award,2012,Closed,375000,0.0,The University of Melbourne,0601,Biochemistry and Cell Biology,0601; 060108; 060502,Biochemistry and Cell Biology; Protein Trafficking; Infectious Agents,Dr Neta Regev-rudzki,,,,,
DE120101359,Discovery Early Career Researcher Award,2012,Closed,375000,400902.0,The University of Sydney,2005,Literary Studies,200209; 2005; 200508,"Multicultural, Intercultural and Cross-Cultural Studies; Literary Studies; Other Literatures In English",Dr Helen Young,0000-0002-1177-9908,0000-0002-1177-9908,2459,https://openalex.org/A5020899841,openalex_counts_by_year
DE120100488,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Melbourne,2201,Applied Ethics,2201; 220101; 220106; 220107,Applied Ethics; Bioethics (Human and Animal); Medical Ethics; Professional Ethics (Incl. Police and Research Ethics),A/Prof Rosalind McDougall,0000-0002-3809-2575,0000-0002-3809-2575,303,https://openalex.org/A5012950573,openalex_counts_by_year
DE120100569,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Queensland University of Technology,1302,Curriculum and Pedagogy,1302; 130202; 160809; 200401,Curriculum and Pedagogy; Curriculum and Pedagogy Theory and Development; Sociology of Education; Applied Linguistics and Educational Linguistics,Prof Catherine Doherty,0000-0002-1495-1857,0000-0002-1495-1857,995,https://openalex.org/A5051284918,openalex_counts_by_year
DE120102034,Discovery Early Career Researcher Award,2012,Closed,375000,428338.0,The University of Queensland,0603,Evolutionary Biology,040308; 0603; 060309; 060803,Palaeontology (Incl. Palynology); Evolutionary Biology; Phylogeny and Comparative Analysis; Animal Developmental and Reproductive Biology,A/Prof Vera Weisbecker,0000-0003-2370-4046,0000-0003-2370-4046,1237,https://openalex.org/A5086440532,openalex_counts_by_year
DE120103011,Discovery Early Career Researcher Award,2012,Closed,375000,0.0,The University of Western Australia,0607,Plant Biology,060405; 0607; 060702; 060705,Gene Expression (Incl. Microarray and Other Genome-Wide Approaches); Plant Biology; Plant Cell and Molecular Biology; Plant Physiology,Prof Maheshi Dassanayake,0000-0003-3123-3731,0000-0003-3123-3731,1506,https://openalex.org/A5034555201,openalex_counts_by_year
DE120100069,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,2101,Archaeology,2101; 210103,"Archaeology; Archaeology of Asia, Africa and the Americas",Dr Ambra Calo,,,,,
DE120102321,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Queensland,0601,Biochemistry and Cell Biology,0601; 060110; 060502,Biochemistry and Cell Biology; Receptors and Membrane Biology; Infectious Agents,Dr Markus Kerr,,,,,
DE120100796,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,1114,Paediatrics and Reproductive Medicine,060603; 1114; 111404,Animal Physiology - Systems; Paediatrics and Reproductive Medicine; Reproduction,Dr Kirsty Walters,,,,,
DE120100246,Discovery Early Career Researcher Award,2012,Closed,375000,349834.0,The University of Newcastle,1005,Communications Technologies,080401; 1005; 100508; 100510,Coding and Information Theory; Communications Technologies; Satellite Communications; Wireless Communications,A/Prof Lawrence Ong,0000-0001-7109-5308,0000-0001-7109-5308,1511,https://openalex.org/A5050821228,openalex_counts_by_year
DE120102556,Discovery Early Career Researcher Award,2012,Closed,375000,429085.0,The University of Sydney,1101,Medical Biochemistry and Metabolomics,060111; 1101; 110106; 110201,Signal Transduction; Medical Biochemistry and Metabolomics; Medical Biochemistry: Proteins and Peptides (Incl. Medical Proteomics); Cardiology (Incl. Cardiovascular Diseases),Dr Melanie White,0000-0003-2571-2816,0000-0003-2571-2816,1005,https://openalex.org/A5069339861,openalex_counts_by_year
DE120101187,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Flinders University,0202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",0202; 020201; 030606,"Atomic, Molecular, Nuclear, Particle and Plasma Physics; Atomic and Molecular Physics; Structural Chemistry and Spectroscopy",Dr Darryl Jones,0000-0001-7425-7157,0000-0001-7425-7157,595,https://openalex.org/A5081676722,openalex_counts_by_year
DE120100604,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,2103,Historical Studies,2103; 210312,Historical Studies; North American History,Dr Blanca Tovias de Plaisted,,,,,
DE120100320,Discovery Early Career Researcher Award,2012,Closed,375000,299600.0,Macquarie University,2203,Philosophy,2203; 220305; 220319,Philosophy; Ethical Theory; Social Philosophy,Prof Paul Formosa,0000-0002-7490-0242,0000-0002-7490-0242,262,https://openalex.org/A5067925382,openalex_counts_by_year
DE120102132,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Melbourne,2103,Historical Studies,2103; 210302; 210303,Historical Studies; Asian History; Australian History (Excl. Aboriginal and Torres Strait Islander History),Dr Ai Kobayashi,,,,,
DE120100226,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Sydney,0206,Quantum Physics,020503; 0206; 020603; 020604,"Nonlinear Optics and Spectroscopy; Quantum Physics; Quantum Information, Computation and Communication; Quantum Optics",Dr Chunle Xiong,,,,,
DE120100503,Discovery Early Career Researcher Award,2012,Closed,375000,453784.0,The University of Sydney,1601,Anthropology,1601; 160101; 160104,Anthropology; Anthropology of Development; Social and Cultural Anthropology,A/Prof Holly High,0000-0001-8772-9678,0000-0001-8772-9678,252,https://openalex.org/A5048930250,openalex_counts_by_year
DE120102114,Discovery Early Career Researcher Award,2012,Closed,375000,394414.0,Swinburne University of Technology,2001,Communication and Media Studies,2001; 200102; 200212,Communication and Media Studies; Communication Technology and Digital Media Studies; Screen and Media Culture,A/Prof Rowan Wilken,0000-0002-3022-0675,0000-0002-3022-0675,467,https://openalex.org/A5017079399,openalex_counts_by_year
DE120102673,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,0601,Biochemistry and Cell Biology,030401; 0601; 060112; 100203,Biologically Active Molecules; Biochemistry and Cell Biology; Structural Biology (Incl. MacRomolecular Modelling); Bioremediation,Prof Colin Jackson,0000-0001-6150-3822,0000-0001-6150-3822,4412,https://openalex.org/A5052860841,openalex_counts_by_year
DE120101263,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The Australian National University,0602,Ecology,050101; 0602; 060208,Ecological Impacts of Climate Change; Ecology; Terrestrial Ecology,Dr Karen Marsh,0000-0002-9699-8033,0000-0002-9699-8033,763,https://openalex.org/A5056528738,openalex_counts_by_year
DE120102530,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,The University of Melbourne,0406,Physical Geography and Environmental Geoscience,040303; 0406; 040605; 040606,Geochronology; Physical Geography and Environmental Geoscience; Palaeoclimatology; Quaternary Environments,Dr Kale Sniderman,,,,,
DE120102967,Discovery Early Career Researcher Award,2012,Closed,375000,428338.0,The University of New South Wales,1007,Nanotechnology,039901; 090703; 1007; 100701,Environmental Chemistry (Incl. Atmospheric Chemistry); Environmental Technologies; Nanotechnology; Environmental Nanotechnology,Dr Shikha Garg,,,,,
DE120102778,Discovery Early Career Researcher Award,2012,Closed,375000,358381.0,The University of Sydney,0912,Materials Engineering,0912; 091207; 100712,Materials Engineering; Metals and Alloy Materials; Nanoscale Characterisation,Dr Peter Liddicoat,,,,,
DE120101890,Discovery Early Career Researcher Award,2012,Closed,375000,403639.0,Queensland University of Technology,0502,Environmental Science and Management,030301; 030306; 0502; 050205,Chemical Characterisation of Materials; Synthesis of Materials; Environmental Science and Management; Environmental Management,Prof Sara Couperthwaite,0000-0002-4296-4153,0000-0002-4296-4153,142,https://openalex.org/A5039469864,openalex_counts_by_year
